name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00710,0.00008,0.00055,0.00161,0.00150,0.00161,0.00016,22.92,35.42,41.67,48,2023/07/28
Fox News,0.02105,0.00009,0.00080,0.00074,0.00463,0.00031,0.00825,15.33,31.39,53.28,137,2023/07/28
NBC News,0.04212,0.00023,0.00900,0.02389,0.00584,0.00068,0.00084,10.81,28.38,60.81,74,2023/07/28
New York Post,0.06035,0.00018,0.01246,0.00077,0.00808,0.00186,0.02065,10.2,24.49,65.31,49,2023/07/28
Newsmax,0.03438,0.00013,0.00145,0.01738,0.00324,0.00086,0.01051,2.0,50.0,48.0,50,2023/07/28
Newsweek,0.04429,0.00015,0.00157,0.00164,0.02203,0.00207,0.01022,9.589,43.84,46.58,73,2023/07/28
One America News Network (OAN),0.03025,0.00025,0.00119,0.00278,0.00304,0.00117,0.00828,4.167,50.0,45.83,24,2023/07/28
Reuters,0.00965,0.00003,0.00024,0.00065,0.00400,0.00022,0.00005,0.00000,40.0,60.0,10,2023/07/28
The Epoch Times,0.00466,0.00015,0.00139,0.00042,0.00148,0.00034,0.00036,7.547,56.6,35.85,106,2023/07/28
The Hill,0.07848,0.00018,0.01665,0.00098,0.02422,0.00023,0.01674,5.128,46.15,48.72,39,2023/07/28
The New York Times,0.01296,0.00012,0.00100,0.00059,0.00385,0.00094,0.00084,10.34,44.83,44.83,58,2023/07/28
The Wall Street Journal,0.02670,0.00005,0.00057,0.00215,0.01935,0.00016,0.00006,14.93,53.73,31.34,67,2023/07/28
The Washington Post,0.04961,0.00019,0.00464,0.01051,0.02308,0.00096,0.00697,11.43,30.48,58.1,105,2023/07/28
The Washington Times,0.03683,0.00007,0.00044,0.00271,0.02254,0.00022,0.00688,11.84,51.32,36.84,76,2023/07/28
Washington Examiner,0.02162,0.00006,0.00038,0.00360,0.00186,0.00038,0.01108,7.937,39.68,52.38,63,2023/07/28
